#  Table wf2f702wsys.tab  Mon 12:21:53 02-Jun-97
#
#      WAVELENGTH      THROUGHPUT
#       angstroms                
#
         2046.147     3.450567E-8
         2047.974     1.999648E-8
           2049.8     5.361844E-9
          2051.63     4.393967E-9
         2053.461     5.117987E-9
         2055.291     5.847624E-9
         2057.125     6.584564E-9
         2058.961     7.328058E-9
         2060.798     7.631635E-9
         2062.637     7.354137E-9
         2064.477     7.074141E-9
         2066.318     6.791486E-9
         2068.164     6.505780E-9
         2070.007     6.217462E-9
         2071.855     5.816105E-9
         2073.704     5.411120E-9
         2075.553     5.002712E-9
         2077.405     4.590646E-9
         2079.259     4.174526E-9
         2081.113     5.960559E-9
         2082.971     9.239342E-9
         2084.829     1.254385E-8
         2086.688     1.587591E-8
          2088.55     1.923829E-8
         2090.414     2.363265E-8
         2092.279     3.158757E-8
         2094.145     3.960600E-8
         2096.014     4.769665E-8
         2097.885     5.585250E-8
         2099.756     6.406945E-8
          2101.63     6.182226E-8
         2103.503     5.797492E-8
         2105.381     5.409121E-8
          2107.26     5.017455E-8
         2109.139     4.622782E-8
         2111.022     4.081965E-8
         2112.906     3.416131E-8
         2114.789     2.745904E-8
         2116.677     2.069526E-8
         2118.564     1.388283E-8
         2120.455     8.480361E-9
         2122.348     7.683137E-9
         2124.241     6.880433E-9
         2126.135     6.071506E-9
         2128.033     5.256012E-9
         2129.932     4.434239E-9
         2131.832     5.336859E-9
         2133.734     6.310090E-9
         2135.637     7.290049E-9
         2137.544     8.278156E-9
          2139.45     9.274090E-9
         2141.359     1.300828E-8
          2143.27     1.788192E-8
         2145.182     2.278878E-8
         2147.096     2.773403E-8
         2149.011     3.271216E-8
         2150.929     3.367118E-8
         2152.848     3.030337E-8
         2154.768     2.691159E-8
         2156.692     2.349139E-8
         2158.615     2.005352E-8
         2160.541     1.687596E-8
         2162.469     1.442069E-8
         2164.397     1.195223E-8
          2166.33     9.462672E-9
         2168.263     6.957903E-9
         2170.196     5.072168E-9
         2172.133     8.797924E-9
          2174.07     1.254350E-8
         2176.011     1.631466E-8
         2177.953     2.010866E-8
         2179.895     2.392271E-8
          2181.84     2.085273E-8
         2183.787     1.736860E-8
         2185.735     1.386648E-8
         2187.686     1.034279E-8
         2189.637     6.801415E-9
          2191.59     6.171617E-9
         2193.546     6.210382E-9
         2195.503     6.249298E-9
         2197.462     6.288352E-9
         2199.423     6.327591E-9
         2201.385     6.168968E-9
         2203.348     5.923951E-9
         2205.315     5.674158E-9
         2207.283     5.419749E-9
         2209.252     5.160860E-9
         2211.222     6.417376E-9
         2213.196     8.632887E-9
          2215.17     1.088041E-8
         2217.147     1.316343E-8
         2219.125     1.548047E-8
         2221.104     1.834651E-8
         2223.086     2.167213E-8
         2225.071     2.504764E-8
         2227.055     2.846489E-8
         2229.042     3.193455E-8
         2231.031     3.101609E-8
         2233.021     2.592910E-8
         2235.015     2.076076E-8
         2237.008     1.552339E-8
         2239.003     1.020973E-8
         2241.002     8.056158E-9
         2242.999     9.116897E-9
         2245.002     1.019353E-8
         2247.005     1.128297E-8
         2249.009     1.238660E-8
         2251.016     1.331507E-8
         2253.024     1.406822E-8
         2255.033     1.483035E-8
         2257.046     1.560206E-8
         2259.061     1.638283E-8
         2261.075     1.888295E-8
         2263.092     2.291825E-8
         2265.112     2.700631E-8
         2267.134     3.114488E-8
         2269.156     3.533115E-8
         2271.181     3.607999E-8
         2273.207     3.432559E-8
         2275.234     3.254755E-8
         2277.266     3.074361E-8
         2279.296     2.891955E-8
          2281.33     2.849017E-8
         2283.366     2.881090E-8
         2285.402     2.913349E-8
         2287.441     2.945873E-8
         2289.483     2.978621E-8
         2291.525     2.697513E-8
          2293.57     2.305609E-8
         2295.615     1.909575E-8
         2297.663     1.508828E-8
         2299.715     1.102996E-8
         2301.765     9.841654E-9
          2303.82     9.110180E-9
         2305.876     8.369562E-9
         2307.932     7.620211E-9
         2309.992     6.861105E-9
         2312.051     7.197091E-9
         2314.116     7.541478E-9
          2316.18     7.889087E-9
         2318.246     8.240254E-9
         2320.315     8.606742E-9
         2322.385     9.040663E-9
         2324.457     9.479343E-9
         2326.531     9.922230E-9
         2328.606     1.036966E-8
         2330.685     1.046657E-8
         2332.764     9.837159E-9
         2334.845     9.200277E-9
         2336.927     8.556039E-9
         2339.012     7.904344E-9
         2341.101     7.717058E-9
         2343.188     7.953989E-9
         2345.279     8.193160E-9
         2347.372     8.434690E-9
         2349.467     8.678425E-9
         2351.562     9.024204E-9
         2353.661     9.407836E-9
         2355.759     9.794561E-9
         2357.862     1.018543E-8
         2359.966     1.057992E-8
         2362.071     1.004152E-8
         2364.179     9.481394E-9
         2366.288     8.915616E-9
         2368.398     8.343774E-9
         2370.512     8.108398E-9
         2372.628     8.948951E-9
         2374.744     9.796907E-9
         2376.863     1.065336E-8
         2378.983     1.151737E-8
         2381.105     1.318611E-8
          2383.23     1.560890E-8
         2385.357     1.805413E-8
         2387.485     2.052075E-8
         2389.615     2.300994E-8
         2391.747     2.866667E-8
         2393.881     3.506774E-8
         2396.017     4.153089E-8
         2398.154     4.804819E-8
         2400.293     5.375331E-8
         2402.435     5.399366E-8
          2404.58     5.423464E-8
         2406.724     5.447603E-8
         2408.872     5.471815E-8
         2411.022     5.167206E-8
         2413.171     4.496059E-8
         2415.326     3.817681E-8
         2417.479     3.134589E-8
         2419.637     2.444519E-8
         2421.796     2.104902E-8
         2423.957     1.834852E-8
          2426.12     1.562305E-8
         2428.284     1.287589E-8
         2430.451     1.151696E-8
         2432.619     1.554958E-8
         2434.789     1.961482E-8
         2436.962     2.371601E-8
         2439.136     2.785008E-8
         2441.312     2.737499E-8
          2443.49     2.382833E-8
          2445.67     2.025035E-8
         2447.853     1.664250E-8
         2450.036     1.309546E-8
         2452.222     1.470633E-8
         2454.409     1.632967E-8
           2456.6     1.796664E-8
         2458.792     1.961599E-8
         2460.985     1.999058E-8
          2463.18     1.878330E-8
         2465.379     1.756539E-8
         2467.579     1.633775E-8
         2469.778     1.510173E-8
         2471.983     1.574337E-8
          2474.19     1.660223E-8
         2476.396     1.746582E-8
         2478.606     1.833673E-8
         2480.817     1.817230E-8
         2483.029     1.622167E-8
         2485.247     1.425330E-8
         2487.462     1.227344E-8
         2489.682     1.027593E-8
         2491.904     1.004793E-8
         2494.125     1.011713E-8
         2496.353     1.018679E-8
         2498.579     1.025668E-8
         2500.808     1.030384E-8
          2503.04     1.031045E-8
         2505.272     1.031690E-8
         2507.509     1.032321E-8
         2509.745     1.032936E-8
         2511.985     1.291514E-8
         2514.225     1.585106E-8
         2516.468     1.880888E-8
         2518.714     2.178999E-8
         2520.962     2.243710E-8
          2523.21     1.992692E-8
         2525.462     1.739606E-8
         2527.715     1.484776E-8
         2529.971     1.227863E-8
         2532.229     1.344312E-8
         2534.486     1.466410E-8
         2536.748     1.589534E-8
          2539.01     1.710711E-8
         2541.277     1.702666E-8
         2543.545     1.594016E-8
         2545.813     1.484996E-8
         2548.084     1.375549E-8
         2550.358     1.279165E-8
         2552.635     1.255032E-8
         2554.911     1.230810E-8
         2557.191     1.206465E-8
         2559.471     1.182043E-8
         2561.755     1.698861E-8
         2564.042     2.381232E-8
         2566.329     3.065752E-8
         2568.619     3.753140E-8
         2570.908     4.157476E-8
         2573.205     4.129328E-8
           2575.5     4.101063E-8
         2577.797     4.072636E-8
         2580.097     4.016557E-8
         2582.399     3.337612E-8
         2584.704     2.655561E-8
          2587.01     1.970995E-8
         2589.318     1.284143E-8
         2591.629     1.331101E-8
          2593.94     1.687359E-8
         2596.254     2.044899E-8
         2598.573     2.404244E-8
         2600.889     2.853389E-8
          2603.21     3.448426E-8
         2605.532     4.045299E-8
         2607.856     4.644435E-8
         2610.185     5.161469E-8
         2612.512     4.692215E-8
         2614.843     4.220556E-8
         2617.177     3.746991E-8
          2619.51     3.272127E-8
         2621.849     3.726912E-8
         2624.188     4.430303E-8
         2626.528     5.136330E-8
         2628.873     5.845498E-8
         2631.217     5.640841E-8
         2633.566     4.584146E-8
         2635.916     3.523308E-8
         2638.267     2.458902E-8
          2640.62     1.732593E-8
         2642.977     1.962056E-8
         2645.334     2.192256E-8
         2647.695     2.423452E-8
         2650.057     2.645295E-8
         2652.422     2.458479E-8
         2654.788     2.271022E-8
         2657.157     2.082677E-8
         2659.526     1.893797E-8
         2661.899     2.021602E-8
         2664.275     2.229373E-8
         2666.652     2.437803E-8
         2669.031     2.647124E-8
         2671.412     2.678297E-8
         2673.796     2.586571E-8
         2676.181     2.494517E-8
          2678.57     2.402013E-8
          2680.96     2.621301E-8
          2683.35     3.306760E-8
         2685.746     3.996042E-8
          2688.14     4.686676E-8
          2690.54     5.006386E-8
         2692.941     4.033963E-8
         2695.343     3.058222E-8
         2697.748     2.078195E-8
         2700.153     1.197304E-8
         2702.563     1.814477E-8
         2704.975     2.435871E-8
         2707.387     3.061175E-8
         2709.804     3.691223E-8
         2712.222     3.790105E-8
         2714.642     3.842157E-8
         2717.063     3.894496E-8
         2719.486     3.947131E-8
         2721.915     3.489269E-8
         2724.343     2.891301E-8
         2726.772     2.289129E-8
         2729.205     1.682745E-8
          2731.64     1.440387E-8
         2734.078     1.375764E-8
         2736.517     1.310709E-8
         2738.958     1.245190E-8
         2741.402     1.440698E-8
         2743.849     1.832668E-8
         2746.296     2.227026E-8
         2748.747     2.624289E-8
         2751.198     2.943992E-8
         2753.653     3.181527E-8
         2756.111     3.419575E-8
         2758.569     3.657997E-8
         2761.031     3.533750E-8
         2763.495     2.904159E-8
         2765.958     2.273964E-8
         2768.427     1.641661E-8
         2770.898     1.240330E-8
         2773.369     1.245847E-8
         2775.844     1.251379E-8
          2778.32     1.256919E-8
         2780.799     1.299058E-8
          2783.28     1.418417E-8
         2785.764     1.538037E-8
         2788.249     1.657824E-8
         2790.736     1.736252E-8
         2793.227     1.715680E-8
          2795.72     1.695066E-8
         2798.213     1.674420E-8
         2800.709     1.767220E-8
         2803.209     2.146735E-8
         2805.709     2.526787E-8
         2808.213     2.907865E-8
         2810.718     3.292005E-8
         2813.226     3.683553E-8
         2815.736     4.075639E-8
         2818.247     4.468489E-8
         2820.764     4.621046E-8
         2823.278     4.219571E-8
         2825.798     3.816817E-8
          2828.32     3.413292E-8
         2830.843     3.145296E-8
         2833.369     3.148394E-8
         2835.898     3.151496E-8
         2838.426     3.154599E-8
         2840.959     3.228824E-8
         2843.495     3.420029E-8
         2846.031     3.611472E-8
         2848.571     3.803409E-8
         2851.112     3.619149E-8
         2853.655     2.949914E-8
         2856.202     2.279086E-8
         2858.751     1.607051E-8
         2861.301     1.422845E-8
         2863.853     1.708313E-8
         2866.407     1.994312E-8
         2868.965     2.281004E-8
         2871.526     2.640395E-8
         2874.087     3.049144E-8
         2876.652     3.458905E-8
         2879.218     3.869092E-8
         2881.788     3.615281E-8
         2884.358     3.070030E-8
         2886.931     2.523802E-8
         2889.507     1.976334E-8
         2892.084     2.138778E-8
         2894.666     2.469918E-8
         2897.248     2.801446E-8
         2899.832     3.133490E-8
         2902.421     3.271621E-8
          2905.01     3.395792E-8
         2907.601     3.519716E-8
         2910.198     3.596047E-8
          2912.79     3.097573E-8
         2915.392     2.598808E-8
         2917.992     2.101634E-8
         2920.594     1.715426E-8
         2923.203     1.701244E-8
         2925.807     1.687113E-8
          2928.42     1.672967E-8
         2931.033     2.196779E-8
         2933.646     3.540211E-8
         2936.266     4.883257E-8
         2938.885     6.221765E-8
         2941.506     6.628473E-8
         2944.131     6.346627E-8
         2946.757     6.065513E-8
         2949.387     5.784793E-8
         2952.018     4.996967E-8
         2954.653     4.056275E-8
          2957.29     3.117607E-8
         2959.926     2.182101E-8
         2962.567     1.914915E-8
          2965.21     1.667722E-8
         2967.856     1.420953E-8
         2970.505     1.241461E-8
         2973.155     1.345420E-8
         2975.808     1.449199E-8
         2978.461     1.552598E-8
         2981.121     1.649221E-8
          2983.78     1.736275E-8
         2986.441     1.823114E-8
         2989.104     1.909725E-8
         2991.772     1.862049E-8
         2994.442     1.746778E-8
         2997.113     1.631835E-8
         2999.788     1.517084E-8
         3002.464     1.429732E-8
         3005.142     1.344906E-8
         3007.826     1.260171E-8
         3010.507     1.224208E-8
         3013.194     1.396034E-8
         3015.883     1.567418E-8
         3018.573     1.738248E-8
         3021.267     1.920013E-8
          3023.96     2.113742E-8
          3026.66     2.307305E-8
          3029.36     2.500119E-8
         3032.062     2.576454E-8
          3034.77     2.616669E-8
         3037.475     2.656684E-8
         3040.186     2.665182E-8
         3042.897     2.247671E-8
         3045.612     1.831230E-8
         3048.332     1.415381E-8
         3051.051     1.160215E-8
         3053.772     1.158094E-8
         3056.497     1.155967E-8
         3059.222     1.153838E-8
         3061.954     1.621467E-8
         3064.685     2.273842E-8
         3067.418     2.924412E-8
         3070.156     3.562244E-8
         3072.896     4.012900E-8
         3075.637     4.461985E-8
          3078.38     4.909698E-8
         3081.126     4.715155E-8
         3083.877     3.598705E-8
         3086.628     2.486795E-8
         3089.381     1.378252E-8
         3092.137     1.652166E-8
         3094.895     2.324326E-8
         3097.659     2.995272E-8
         3100.422     3.470760E-8
         3103.187     2.874251E-8
         3105.955     2.275507E-8
         3108.729     1.673780E-8
         3111.501     1.357892E-8
         3114.277     1.284747E-8
         3117.056     1.211280E-8
         3119.836     1.137586E-8
         3122.621     1.231719E-8
         3125.406     1.336679E-8
         3128.195     1.442082E-8
         3130.985     1.474577E-8
         3133.778     1.372746E-8
         3136.575     1.270472E-8
         3139.373     1.167876E-8
         3142.175     1.146094E-8
         3144.979     1.147730E-8
         3147.784     1.149369E-8
         3150.592     1.151008E-8
         3153.405     1.152644E-8
         3156.218     1.154280E-8
         3159.035     1.155920E-8
         3161.851     1.852512E-8
         3164.674     2.917056E-8
         3167.497     3.984251E-8
         3170.322     4.812317E-8
         3173.152     3.750571E-8
         3175.982     2.685439E-8
         3178.816     1.615718E-8
         3181.652     1.586615E-8
          3184.49     2.307117E-8
         3187.333     3.031284E-8
         3190.175     3.684760E-8
         3193.022     3.237708E-8
          3195.87     2.789223E-8
         3198.722     2.338800E-8
         3201.577     2.082914E-8
         3204.433     1.985486E-8
         3207.291     1.887691E-8
         3210.151     1.792730E-8
         3213.018     1.754815E-8
         3215.884     1.716800E-8
         3218.752     1.678636E-8
         3221.623     2.085800E-8
         3224.499     2.838120E-8
         3227.376     3.593280E-8
         3230.255     4.209421E-8
         3233.136     3.370950E-8
          3236.02     2.529293E-8
         3238.908     1.683940E-8
         3241.799     1.737551E-8
          3244.69     2.339785E-8
         3247.584     2.944356E-8
         3250.485     3.354282E-8
         3253.384     2.779234E-8
         3256.286     2.201996E-8
         3259.192     1.622222E-8
         3262.097     1.470535E-8
          3265.01     1.484208E-8
         3267.922     1.497909E-8
         3270.837     1.490796E-8
         3273.758     1.431678E-8
         3276.675     1.372483E-8
         3279.601     1.312910E-8
         3282.526     1.482816E-8
         3285.454     1.689755E-8
         3288.388     1.897718E-8
         3291.319     1.910759E-8
         3294.257     1.684313E-8
         3297.195     1.457148E-8
         3300.137     1.281113E-8
         3303.083     2.170900E-8
         3306.029     3.063564E-8
         3308.979     3.960073E-8
         3311.931     3.690175E-8
         3314.885     2.799780E-8
         3317.844     1.905452E-8
         3320.803     1.261476E-8
         3323.767     1.296819E-8
         3326.731     1.332273E-8
           3329.7     1.367882E-8
          3332.67     1.576692E-8
         3335.643     1.805785E-8
         3338.622     2.036018E-8
         3341.599     2.079392E-8
          3344.58     1.960973E-8
         3347.563     1.842101E-8
         3350.551     1.857451E-8
         3353.541     2.470453E-8
         3356.532     3.085461E-8
         3359.528     3.703184E-8
         3362.524     3.880779E-8
         3365.525     3.976206E-8
         3368.527     4.071935E-8
         3371.532     3.785651E-8
         3374.541     3.129323E-8
         3377.551     2.470808E-8
         3380.565     2.006854E-8
         3383.582     2.399008E-8
         3386.598     2.792203E-8
         3389.623     3.187653E-8
         3392.646     3.115258E-8
         3395.672     2.975560E-8
         3398.705     2.835134E-8
         3401.732     2.834766E-8
          3404.77     2.939784E-8
         3407.807     3.045076E-8
         3410.847     3.245693E-8
         3413.893     3.694063E-8
         3416.938     4.143640E-8
         3419.985     4.595002E-8
         3423.038     3.605829E-8
         3426.089     2.606961E-8
         3429.148     1.602291E-8
         3432.207     3.812248E-8
         3435.268     7.275393E-8
         3438.334     1.075450E-7
         3441.401     1.107096E-7
         3444.473     7.603168E-8
         3447.545     4.124021E-8
         3450.622     1.335950E-8
         3453.701     1.338043E-8
         3456.782     1.340138E-8
         3459.865     1.342236E-8
         3462.951     1.363791E-8
         3466.042     1.386332E-8
         3469.135     1.408959E-8
         3472.229     1.746015E-8
         3475.326     2.206740E-8
         3478.426     2.669320E-8
         3481.532     2.669502E-8
         3484.638     2.191699E-8
         3487.746     1.711979E-8
         3490.859     1.480438E-8
         3493.972     1.906906E-8
         3497.091     2.335340E-8
          3500.21     2.707939E-8
         3503.334     2.284817E-8
          3506.46     1.859915E-8
         3509.586     1.433759E-8
          3512.72     1.428671E-8
         3515.852     1.488056E-8
         3518.989     1.547751E-8
          3522.13     1.990649E-8
         3525.271     2.617224E-8
         3528.418     3.246777E-8
         3531.563     3.227273E-8
         3534.717     2.545790E-8
          3537.87     1.862234E-8
         3541.025     1.967013E-8
         3544.188     3.722879E-8
         3547.349     5.483895E-8
         3550.513     7.188119E-8
         3553.679     8.566290E-8
         3556.849     9.950330E-8
         3560.026     1.137369E-7
         3563.201     1.670500E-7
         3566.379     2.205882E-7
         3569.562     2.743934E-7
         3572.746     2.185859E-7
         3575.935     1.449306E-7
         3579.124     7.100759E-8
         3582.316     4.339510E-8
         3585.513     3.333735E-8
         3588.714     2.323500E-8
         3591.915     2.587323E-8
         3595.118     3.712978E-8
         3598.325     4.843596E-8
         3601.538     5.126897E-8
         3604.751     4.480368E-8
         3607.966     3.831044E-8
         3611.184     3.353701E-8
         3614.409     3.175244E-8
         3617.633     2.996224E-8
         3620.859     2.886427E-8
         3624.089     2.969475E-8
         3627.322     3.052869E-8
         3630.561     3.044925E-8
         3633.799     2.597887E-8
          3637.04     2.148877E-8
         3640.286     1.777542E-8
         3643.533     2.232924E-8
         3646.785     2.690536E-8
         3650.038     3.138370E-8
         3653.295     2.601852E-8
         3656.556     2.062913E-8
         3659.815     1.522313E-8
         3663.082     1.494076E-8
         3666.353     1.496705E-8
         3669.621     1.499334E-8
         3672.896     1.501975E-8
         3676.172     1.504620E-8
         3679.451     1.507269E-8
         3682.737     2.813947E-8
         3686.022     4.386837E-8
         3689.309     5.966548E-8
           3692.6     5.972149E-8
         3695.896     5.556397E-8
         3699.194     5.138746E-8
         3702.494     6.279141E-8
         3705.798     7.930938E-8
         3709.101     9.587931E-8
         3712.412     9.220791E-8
         3715.725     8.092098E-8
         3719.039     6.959120E-8
         3722.358     6.084305E-8
         3725.678     5.313815E-8
         3729.004     4.539375E-8
          3732.33     3.668785E-8
         3735.659     2.754280E-8
         3738.995     1.834561E-8
          3742.33     2.721984E-8
         3745.668     4.396301E-8
         3749.009     6.078020E-8
         3752.354     5.721818E-8
         3755.703     4.499973E-8
         3759.053     3.273402E-8
         3762.408     3.268976E-8
         3765.764     3.748454E-8
         3769.125     4.230312E-8
         3772.487     5.171677E-8
         3775.852     6.278657E-8
         3779.222     7.391326E-8
         3782.594     7.400579E-8
         3785.968     7.076692E-8
         3789.345     6.751318E-8
         3792.725     5.535853E-8
         3796.112     4.099179E-8
         3799.498     2.657839E-8
         3802.887     3.395235E-8
         3806.279     4.516789E-8
         3809.676     5.644083E-8
         3813.076     6.388883E-8
         3816.477     7.095665E-8
         3819.881     7.805517E-8
          3823.29     5.872900E-8
           3826.7     3.837120E-8
         3830.116     1.858025E-8
         3833.532     1.783029E-8
         3836.951     1.707698E-8
         3840.378     1.674888E-8
         3843.803     1.989222E-8
         3847.232     2.304918E-8
         3850.663     2.707470E-8
         3854.102     3.470570E-8
          3857.54     4.236095E-8
          3860.98     4.670179E-8
         3864.426     4.263452E-8
         3867.875     3.854924E-8
         3871.325     4.020377E-8
         3874.778     5.112037E-8
         3878.234     6.208378E-8
         3881.695     7.042436E-8
         3885.157     7.600199E-8
         3888.625     8.160712E-8
         3892.094     7.572577E-8
         3895.565     6.224188E-8
         3899.044     4.868192E-8
         3902.521     5.241481E-8
         3906.002     6.275386E-8
         3909.489     7.314321E-8
         3912.975     9.310561E-8
         3916.468     1.148121E-7
         3919.961     1.365962E-7
         3923.457     1.037106E-7
         3926.961     7.002154E-8
         3930.462     3.984260E-8
         3933.969     3.322232E-8
         3937.478     2.657786E-8
         3940.992     2.451855E-8
          3944.51     3.421393E-8
         3948.028     4.394393E-8
          3951.55     5.745065E-8
         3955.074     7.577898E-8
         3958.606     9.420706E-8
         3962.137     9.084733E-8
         3965.671     7.318936E-8
          3969.21     5.544674E-8
          3972.75     5.111370E-8
         3976.296     5.064052E-8
         3979.843     5.016548E-8
         3983.395     6.018434E-8
          3986.95     7.073157E-8
         3990.504     7.722878E-8
         3994.065     5.897400E-8
          3997.63     4.064357E-8
         4001.196     3.902744E-8
         4004.767     7.069315E-8
         4008.339     1.023572E-7
         4011.914     1.062367E-7
         4015.494     8.595408E-8
         4019.078     6.566071E-8
         4022.663     6.362144E-8
         4026.251     6.790464E-8
         4029.844     7.219219E-8
         4033.441     7.673115E-8
         4037.039     8.128060E-8
         4040.639     8.648890E-8
         4044.243     9.474670E-8
         4047.855     1.030185E-7
         4051.465     1.005189E-7
         4055.079     8.225029E-8
         4058.698     6.396360E-8
         4062.316     6.816040E-8
         4065.944     8.502467E-8
          4069.57     1.018742E-7
           4073.2     9.759733E-8
         4076.838     9.047135E-8
         4080.472     8.485478E-8
         4084.114     8.929334E-8
         4087.756     9.373066E-8
         4091.405     9.229766E-8
         4095.056     8.147475E-8
         4098.708     7.065631E-8
         4102.367     6.717339E-8
         4106.026     6.770033E-8
         4109.688     6.822725E-8
         4113.356     6.938862E-8
         4117.025     7.060839E-8
         4120.699     7.140152E-8
         4124.375     7.037534E-8
         4128.056     6.934824E-8
         4131.738     7.196577E-8
         4135.423     7.866244E-8
         4139.116     8.536908E-8
         4142.808     7.801267E-8
         4146.503     6.622691E-8
         4150.201     5.565446E-8
         4153.903     6.619118E-8
         4157.613     7.674006E-8
         4161.321     8.642021E-8
         4165.033     9.455061E-8
         4168.748     1.026817E-7
         4172.466     1.051462E-7
         4176.192     1.047305E-7
         4179.917     1.043152E-7
         4183.645     8.942204E-8
         4187.379     7.418836E-8
         4191.116     6.114517E-8
         4194.854     5.325445E-8
         4198.596     4.536362E-8
         4202.343     4.742232E-8
         4206.094     5.546466E-8
         4209.845     6.352377E-8
         4213.603     6.558417E-8
         4217.358     6.738840E-8
         4221.123     6.727374E-8
          4224.89     6.261857E-8
         4228.658     5.795314E-8
         4232.432     6.922470E-8
         4236.208     8.933291E-8
         4239.988     1.095058E-7
          4243.77     9.366041E-8
         4247.555     7.766014E-8
         4251.348     6.063040E-8
          4255.14     4.181844E-8
         4258.936     2.295611E-8
         4262.734     1.767109E-8
         4266.537     1.768650E-8
         4270.347     1.770195E-8
         4274.155     1.771738E-8
         4277.968     1.773284E-8
         4281.786     1.774820E-8
         4285.605     1.776344E-8
          4289.43     1.777871E-8
         4293.256     1.779396E-8
         4297.085     1.780921E-8
         4300.922     1.782445E-8
         4304.759     1.783952E-8
         4308.598     1.785460E-8
         4312.441     1.786969E-8
          4316.29     1.788479E-8
         4320.142     1.789990E-8
         4323.996     1.791500E-8
         4327.854     1.793012E-8
         4331.715     1.794525E-8
         4335.581     1.796038E-8
         4339.448     1.797551E-8
         4343.318     1.799046E-8
         4347.195     1.800541E-8
         4351.072     1.802029E-8
         4354.956     1.803504E-8
          4358.84     1.804979E-8
         4362.728     1.806469E-8
         4366.624     1.807967E-8
         4370.519     1.809463E-8
         4374.417     1.810939E-8
         4378.318     1.812418E-8
         4382.229     3.274856E-8
         4386.137     5.842055E-8
         4390.049     9.026292E-8
         4393.967     6.015734E-7
         4397.889     1.114216E-6
         4401.812     1.792079E-6
         4405.738     2.663551E-6
         4409.667     3.537201E-6
         4413.603     4.017636E-6
         4417.542     4.462654E-6
         4421.482     4.813988E-6
         4425.426     5.009132E-6
         4429.373     5.204728E-6
         4433.329     5.052136E-6
         4437.283     4.833580E-6
         4441.241     4.487810E-6
         4445.205     3.862828E-6
         4449.169     3.236686E-6
          4453.14     2.714946E-6
         4457.112     2.220347E-6
         4461.088     1.725870E-6
         4465.069     1.233423E-6
         4469.052     7.400771E-7
