az	el
43	-28
44	-28
45	-28
46	-28
47	-28
48	-28
49	-28
50	-28
51	-28
52	-28
53	-28
54	-28
55	-28
-40	-27
-39	-27
-38	-27
-37	-27
-36	-27
-35	-27
-34	-27
-33	-27
-32	-27
-31	-27
-30	-27
-29	-27
-28	-27
-27	-27
-26	-27
-25	-27
-24	-27
-23	-27
-22	-27
-21	-27
-20	-27
-19	-27
-18	-27
-17	-27
-16	-27
-15	-27
-14	-27
-13	-27
-12	-27
-11	-27
-10	-27
-9	-27
-8	-27
-7	-27
-6	-27
-5	-27
-4	-27
-3	-27
-2	-27
-1	-27
0	-27
1	-27
2	-27
3	-27
4	-27
5	-27
6	-27
7	-27
8	-27
9	-27
10	-27
11	-27
12	-27
13	-27
14	-27
15	-27
16	-27
17	-27
18	-27
19	-27
20	-27
21	-27
22	-27
23	-27
24	-27
25	-27
26	-27
27	-27
28	-27
29	-27
30	-27
31	-27
32	-27
33	-27
34	-27
35	-27
36	-27
37	-27
38	-27
39	-27
40	-27
41	-27
42	-27
43	-27
44	-27
45	-27
46	-27
47	-27
48	-27
49	-27
50	-27
51	-27
52	-27
53	-27
54	-27
55	-27
-40	-26
-39	-26
-38	-26
-37	-26
-36	-26
-35	-26
-34	-26
-33	-26
-32	-26
-31	-26
-30	-26
-29	-26
-28	-26
-27	-26
-26	-26
-25	-26
-24	-26
-23	-26
-22	-26
-21	-26
-20	-26
-19	-26
-18	-26
-17	-26
-16	-26
-15	-26
-14	-26
-13	-26
-12	-26
-11	-26
-10	-26
-9	-26
-8	-26
-7	-26
-6	-26
-5	-26
-4	-26
-3	-26
-2	-26
-1	-26
0	-26
1	-26
2	-26
3	-26
4	-26
5	-26
6	-26
7	-26
8	-26
9	-26
10	-26
11	-26
12	-26
13	-26
14	-26
15	-26
16	-26
17	-26
18	-26
19	-26
20	-26
21	-26
22	-26
23	-26
24	-26
25	-26
26	-26
27	-26
28	-26
29	-26
30	-26
31	-26
32	-26
33	-26
34	-26
35	-26
36	-26
37	-26
38	-26
39	-26
40	-26
41	-26
42	-26
43	-26
44	-26
45	-26
46	-26
47	-26
48	-26
49	-26
50	-26
51	-26
52	-26
53	-26
54	-26
55	-26
-40	-25
-39	-25
-38	-25
-37	-25
-36	-25
-35	-25
-34	-25
-33	-25
-32	-25
-31	-25
-30	-25
-29	-25
-28	-25
-27	-25
-26	-25
-25	-25
-24	-25
-23	-25
-22	-25
-21	-25
-20	-25
-19	-25
-18	-25
-17	-25
-16	-25
-15	-25
-14	-25
-13	-25
-12	-25
-11	-25
-10	-25
-9	-25
-8	-25
-7	-25
-6	-25
-5	-25
-4	-25
-3	-25
-2	-25
-1	-25
0	-25
1	-25
2	-25
3	-25
4	-25
5	-25
6	-25
7	-25
8	-25
9	-25
10	-25
11	-25
12	-25
13	-25
14	-25
15	-25
16	-25
17	-25
18	-25
19	-25
20	-25
21	-25
22	-25
23	-25
24	-25
25	-25
26	-25
27	-25
28	-25
29	-25
30	-25
31	-25
32	-25
33	-25
34	-25
35	-25
36	-25
37	-25
38	-25
39	-25
40	-25
41	-25
42	-25
43	-25
44	-25
45	-25
46	-25
47	-25
48	-25
49	-25
50	-25
51	-25
52	-25
53	-25
54	-25
55	-25
